产品代码,产品名称,净值,累计净值,风险等级,业绩基准,状态
"FBAE60402Q","民生理财富竹纯债60天持有期2号理财产品Q",1.038,1.038,2,"1.60%-2.30%","在售"
"FBAE60516Q","民生理财富竹纯债91天持有期16号理财产品Q",1.0389,1.0389,2,"1.60%-2.30%","在售"
"FBAF19172E","民生理财天天增利现金管理172号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19172F","民生理财天天增利现金管理172号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41305G","民生理财贵竹固收增利月月盈30天持有期5号理财产品G",1.055752,1.055752,2,"1.50%-2.20%","在售"
"FBAE60205G","民生理财富竹纯债14天持有期5号理财产品G",1.0337,1.0337,2,"1.50%-2.20%","在售"
"FBAG41305A","民生理财贵竹固收增利安心封闭5号理财产品",1.0199,1.0199,2,"2.75%-3.05%","已结束"
"FBAG65123A","民生理财贵竹添利优选封闭23号理财产品A",1.0258,1.0258,2,"2.70%-3.00%","已结束"
"FBAG62168P","民生理财富竹固收优选封闭68号理财产品P",1.0221,1.0221,2,"2.65%-2.95%","已结束"
"FBAG62168F","民生理财富竹固收优选封闭68号理财产品F",1.0231,1.0231,2,"2.75%-3.05%","已结束"
"FBAE60516S","民生理财富竹纯债91天持有期16号理财产品S",1.0393,1.0393,2,"1.60%-2.30%","在售"
"FBAE46741A","民生理财贵竹固收增强科技创新半年持有期1号理财产品",1.0491,1.0491,3,"2.70%-3.50%","在售"
"FBAG98036E","民生理财富竹固收封闭36号理财产品E",1.0185,1.0185,2,"2.90%-3.10%","已结束"
"FBAE41079E","民生理财贵竹固收增利天天盈79号理财产品E",1.030709,1.030709,2,"1.30%-2.50%","在售"
"FBAE41079F","民生理财贵竹固收增利天天盈79号理财产品F",1.030723,1.030723,2,"1.30%-2.50%","在售"
"FBAE41079P","民生理财贵竹固收增利天天盈79号理财产品P",1.030928,1.030928,2,"1.30%-2.50%","在售"
"FBAE41071A","民生理财贵竹固收增利天天盈71号理财产品A",1.02714,1.02714,2,"1.00%-2.00%","在售"
"FBAG62168E","民生理财富竹固收优选封闭68号理财产品E",1.0226,1.0226,2,"2.70%-3.00%","已结束"
"FBAG62168G","民生理财富竹固收优选封闭68号理财产品G",1.0231,1.0231,2,"2.75%-3.05%","已结束"
"FBAG62168J","民生理财富竹固收优选封闭68号理财产品J",1.0236,1.0236,2,"2.80%-3.10%","已结束"
"FBAG62168A","民生理财富竹固收优选封闭68号理财产品A",1.0226,1.0226,2,"2.70%-3.00%","已结束"
"FBAG62168B","民生理财富竹固收优选封闭68号理财产品B",1.0231,1.0231,2,"2.75%-3.05%","已结束"
"FBAG62168C","民生理财富竹固收优选封闭68号理财产品C",1.0231,1.0231,2,"2.75%-3.05%","已结束"
"FBAG62168D","民生理财富竹固收优选封闭68号理财产品D",1.0231,1.0231,2,"2.75%-3.05%","已结束"
"FBAG62168H","民生理财富竹固收优选封闭68号理财产品H",1.0231,1.0231,2,"2.75%-3.05%","已结束"
"FBAG62168Q","民生理财富竹固收优选封闭68号理财产品Q",1.0236,1.0236,2,"2.80%-3.10%","已结束"
"FBAG62168S","民生理财富竹固收优选封闭68号理财产品S",1.0231,1.0231,2,"2.75%-3.05%","已结束"
"FBAG62173Q","民生理财富竹固收优选封闭73号理财产品Q",1.026,1.026,2,"2.80%-3.10%","已结束"
"FBAG41305S","民生理财贵竹固收增利安心封闭5号理财产品S",1.0204,1.0204,2,"2.80%-3.10%","已结束"
"FBAG41305K","民生理财贵竹固收增利安心封闭5号理财产品K",1.0204,1.0204,2,"2.80%-3.10%","已结束"
"FBAG41305Q","民生理财贵竹固收增利安心封闭5号理财产品Q",1.0208,1.0208,2,"2.85%-3.15%","已结束"
"FBAE46761A","民生理财贵竹固收增强周期驱动半年持有期1号理财产品",1.0394,1.0394,3,"2.70%-3.50%","在售"
"FBAE34306A","民生理财富竹固收28天持有期6号理财产品",1.0134,1.0134,2,"1.50%-2.20%","在售"
"FBAE34306S","民生理财富竹固收28天持有期6号理财产品S",1.0139,1.0139,2,"1.50%-2.20%","在售"
"FBAE34306Q","民生理财富竹固收28天持有期6号理财产品Q",1.0136,1.0136,2,"1.50%-2.20%","在售"
"FBAG98055B","民生理财富竹固收封闭55号理财产品（私银）",1.0219,1.0219,2,"2.30%","已结束"
"FBAE48306A","民生理财茂竹固收1个月持有期6号理财产品",1.0165,1.0165,2,"2.20%-2.80%","在售"
"FBAF19187F","民生理财天天增利现金管理187号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19187E","民生理财天天增利现金管理187号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19187M","民生理财天天增利现金管理187号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19186E","民生理财天天增利现金管理186号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41207G","民生理财贵竹固收增利双周盈14天持有期7号理财产品G",1.037998,1.037998,2,"1.20%-2.20%","在售"
"FBAE60211F","民生理财富竹纯债14天持有期11号理财产品F",1.0433,1.0433,2,"2.10%-3.20%","在售"
"FBAE32401E","民生理财富竹固收60天持有期1号理财产品E",1.0356,1.0356,2,"1.65%-2.35%","在售"
"FBAF19162E","民生理财天天增利现金管理162号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19191E","民生理财天天增利现金管理191号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19191M","民生理财天天增利现金管理191号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAG95155E","民生理财富竹固收安心封闭155号理财产品E",1.0259,1.0259,2,"2.50%-2.80%","已结束"
"FBAG95155F","民生理财富竹固收安心封闭155号理财产品F",1.0268,1.0268,2,"2.60%-2.90%","已结束"
"FBAE41072A","民生理财贵竹固收增利天天盈72号理财产品A",1.050836,1.050836,2,"1.00%-2.00%","在售"
"FBAE32651M","民生理财富竹固收182天持有期1号理财产品M",1.0385,1.0385,2,"中国人民银行公布的七天通知存款利率*60%+中债-新综合全价（1-3年）指数收益率*40%","在售"
"FBAF19193G","民生理财天天增利现金管理193号理财产品G",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAG41464E","民生理财贵竹固收增利封闭4号理财产品E",1.0258,1.0258,2,"2.60%-3.20%","已结束"
"FSAE61001Q","民生理财富竹纯债91天持有期自动续期1号理财产品Q",1.1912,1.1912,2,"1.60%-2.30%","已结束"
"FSAE61001S","民生理财富竹纯债91天持有期自动续期1号理财产品S",1.1911,1.1911,2,"1.60%-2.30%","已结束"
"FBAG62173S","民生理财富竹固收优选封闭73号理财产品S",1.0255,1.0255,2,"2.75%-3.05%","已结束"
"FBAG62173G","民生理财富竹固收优选封闭73号理财产品G",1.0255,1.0255,2,"2.75%-3.05%","已结束"
"FBAG62171P","民生理财富竹固收优选封闭71号理财产品P",1.0203,1.0203,2,"2.50%-2.80%","已结束"
"FSAF19020E","民生理财天天增利现金管理16号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19020F","民生理财天天增利现金管理16号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAF19020M","民生理财天天增利现金管理16号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19194Q","民生理财天天增利现金管理194号理财产品Q",1.0,1.0,1,"同期7天通知存款利率","在售"
"FBAF19194S","民生理财天天增利现金管理194号理财产品S",1.0,1.0,1,"同期7天通知存款利率","在售"
"FBAF19194A","民生理财天天增利现金管理194号理财产品A",1.0,1.0,1,"同期7天通知存款利率","在售"
"FBAF19135E","民生理财天天增利现金管理135号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19135F","民生理财天天增利现金管理135号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE46303A","民生理财贵竹固收增强3个月持有期3号理财产品",1.0445,1.0445,3,"2.30%-3.00%","在售"
"FBAF19191P","民生理财天天增利现金管理191号理财产品P",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41520A","民生理财贵竹固收增利季季盈90天持有期20号理财产品A",1.039308,1.039308,2,"2.30%-3.00%","在售"
"FBAE47412E","民生理财贵竹固收增利红利半年持有期2号理财产品E",1.041,1.041,2,"2.20%-3.00%","在售"
"FBAF19237F","民生理财天天增利现金管理237号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19237P","民生理财天天增利现金管理237号理财产品P",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41604F","民生理财贵竹固收增利半年盈180天持有期4号理财产品F",1.015741,1.015741,2,"1.80%-2.50%","在售"
"FBAE41604E","民生理财贵竹固收增利半年盈180天持有期4号理财产品E",1.015741,1.015741,2,"1.80%-2.50%","在售"
"FBAE60537P","民生理财富竹纯债91天持有期37号理财产品P",1.0178,1.0178,2,"1.60%-2.30%","在售"
"FBAE60537E","民生理财富竹纯债91天持有期37号理财产品E",1.0178,1.0178,2,"1.60%-2.30%","在售"
"FBAE60627P","民生理财富竹纯债182天持有期27号理财产品P",1.0218,1.0218,2,"1.80%-2.50%","在售"
"FBAE60537F","民生理财富竹纯债91天持有期37号理财产品F",1.0178,1.0178,2,"1.60%-2.30%","在售"
"FBAE60627E","民生理财富竹纯债182天持有期27号理财产品E",1.0218,1.0218,2,"1.80%-2.50%","在售"
"FBAE60627F","民生理财富竹纯债182天持有期27号理财产品F",1.0218,1.0218,2,"1.80%-2.50%","在售"
"FBAE46701E","民生理财贵竹固收增强量化精选3个月持有期1号理财产品E",1.0177,1.0177,3,"2.00%-3.00%","在售"
"FBAE34208B","民生理财富竹固收14天持有期8号理财产品B",1.0249,1.0249,2,"1.20%-2.20%","在售"
"FBAG98106A","民生理财富竹固收封闭106号理财产品（个金）",1.0101,1.0101,2,"1.95%-2.15%","已结束"
"FSAF19019E","民生理财天天增利现金管理15号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41077F","民生理财贵竹固收增利天天盈77号理财产品F",1.039874,1.039874,2,"1.30%-2.50%","在售"
"FBAE51221A","民生理财贵竹固收增强多策略3个月持有期1号理财产品",1.0129,1.0129,3,"2.00%-3.00%","在售"
"FBAE41162E","民生理财贵竹固收增利周周盈7天持有期62号理财产品E",1.022678,1.022678,2,"1.20%-2.20%","在售"
"FBAG65137S","民生理财贵竹添利优选封闭37号理财产品S",1.0132,1.0132,2,"2.55%-2.85%","已结束"
"FBAG65137Q","民生理财贵竹添利优选封闭37号理财产品Q",1.0135,1.0135,2,"2.60%-2.90%","已结束"
"FBAG65137J","民生理财贵竹添利优选封闭37号理财产品J",1.0135,1.0135,2,"2.60%-2.90%","已结束"
"FBAG62100A","民生理财富竹固收优选封闭100号理财产品A",1.0152,1.0152,2,"2.45%-2.75%","已结束"
"FBAG62100G","民生理财富竹固收优选封闭100号理财产品G",1.0152,1.0152,2,"2.45%-2.75%","已结束"
"FBAG62100E","民生理财富竹固收优选封闭100号理财产品E",1.0147,1.0147,2,"2.35%-2.65%","已结束"
"FBAE67106C","民生理财贵竹固收增利月月发30天持有期6号理财产品C",1.026,1.026,2,"1.90%-2.90%","在售"
"FBAF19237N","民生理财天天增利现金管理237号理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE49104F","民生理财茂竹纯债7天持有期4号理财产品F",1.0228,1.0228,2,"1.20%-2.00%","在售"
"FBAE49104E","民生理财茂竹纯债7天持有期4号理财产品E",1.0229,1.0229,2,"1.20%-2.00%","在售"
"FBAG98136P","民生理财富竹固收封闭136号理财产品P",1.0113,1.0113,2,"2.40%-2.80%","已结束"
"FBAG98136N","民生理财富竹固收封闭136号理财产品N",1.0116,1.0116,2,"2.45%-2.85%","已结束"
"FBAG98136M","民生理财富竹固收封闭136号理财产品M",1.0108,1.0108,2,"2.30%-2.70%","已结束"
"FBAE49573A","民生理财茂竹纯债稳健3个月持有期3号理财产品",1.0073,1.0073,2,"1.60%-2.30%","在售"
"FBAE42114E","民生理财贵竹固收稳利半年持有期14号理财产品E",1.0232,1.0232,2,"2.00%-2.80%","在售"
"FBAE42114F","民生理财贵竹固收稳利半年持有期14号理财产品F",1.0232,1.0232,2,"2.00%-2.80%","在售"
"FBAE42114P","民生理财贵竹固收稳利半年持有期14号理财产品P",1.0232,1.0232,2,"2.00%-2.80%","在售"
"FBAF19199A","民生理财天天增利现金管理199号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE36004S","民生理财贵竹固收增利天天鑫4号理财产品S",1.036106,1.036106,2,"1.30%-3.00%","在售"
"FBAE36004Q","民生理财贵竹固收增利天天鑫4号理财产品Q",1.036366,1.036366,2,"1.30%-3.00%","在售"
"FBAE36021E","民生理财贵竹固收增利天天鑫21号理财产品E",1.021735,1.021735,2,"1.30%-2.50%","在售"
"FBAE36021F","民生理财贵竹固收增利天天鑫21号理财产品F",1.021735,1.021735,2,"1.30%-2.50%","在售"
"FBAE36021P","民生理财贵竹固收增利天天鑫21号理财产品P",1.021735,1.021735,2,"1.30%-2.50%","在售"
"FBAE41604P","民生理财贵竹固收增利半年盈180天持有期4号理财产品P",1.015741,1.015741,2,"1.80%-2.50%","在售"
"FBAE46701A","民生理财贵竹固收增强量化精选3个月持有期1号理财产品",1.0177,1.0177,3,"2.00%-3.00%","在售"
"FBAE41162F","民生理财贵竹固收增利周周盈7天持有期62号理财产品F",1.022678,1.022678,2,"1.20%-2.20%","在售"
"FBAE41162P","民生理财贵竹固收增利周周盈7天持有期62号理财产品P",1.022678,1.022678,2,"1.20%-2.20%","在售"
"FBAE41211N","民生理财贵竹固收增利双周盈14天持有期11号理财产品N",1.02718,1.02718,2,"2.10%-2.60%","在售"
"FBAE60412E","民生理财富竹纯债60天持有期12号理财产品E",1.0287,1.0287,2,"1.60%-2.30%","在售"
"FBAE60412F","民生理财富竹纯债60天持有期12号理财产品F",1.0287,1.0287,2,"1.60%-2.30%","在售"
"FBAE60412P","民生理财富竹纯债60天持有期12号理财产品P",1.0287,1.0287,2,"1.60%-2.30%","在售"
"FBAG62208A","民生理财富竹固收优选封闭108号理财产品A",1.0113,1.0113,2,"2.30%-2.60%","已结束"
"FBAG62208S","民生理财富竹固收优选封闭108号理财产品S",1.0116,1.0116,2,"2.35%-2.65%","已结束"
"FBAG62208Q","民生理财富竹固收优选封闭108号理财产品Q",1.0118,1.0118,2,"2.40%-2.70%","已结束"
"FBAG62208E","民生理财富竹固收优选封闭108号理财产品E",1.0113,1.0113,2,"2.30%-2.60%","已结束"
"FBAE41504S","民生理财贵竹固收增利季季盈90天持有期4号理财产品S",1.051457,1.051457,2,"2.30%-3.00%","在售"
"FBAE41504Q","民生理财贵竹固收增利季季盈90天持有期4号理财产品Q",1.051769,1.051769,2,"2.30%-3.00%","在售"
"FBAF19173E","民生理财天天增利现金管理173号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE37304E","民生理财贵竹固收添益3个月持有期4号理财产品E",1.0196,1.0196,2,"1.80%-2.60%","在售"
"FBAE37304F","民生理财贵竹固收添益3个月持有期4号理财产品F",1.0196,1.0196,2,"1.80%-2.60%","在售"
"FBAE37304P","民生理财贵竹固收添益3个月持有期4号理财产品P",1.0196,1.0196,2,"1.80%-2.60%","在售"
"FBAE37303P","民生理财贵竹固收添益3个月持有期3号理财产品P",1.0135,1.0135,2,"1.80%-2.60%","在售"
"FBAE37303F","民生理财贵竹固收添益3个月持有期3号理财产品F",1.0135,1.0135,2,"1.80%-2.60%","在售"
"FBAE60204E","民生理财富竹纯债14天持有期4号理财产品E",1.0392,1.0392,2,"1.50%-2.20%","在售"
"FBAE37303E","民生理财贵竹固收添益3个月持有期3号理财产品E",1.0135,1.0135,2,"1.80%-2.60%","在售"
"FBAE60204P","民生理财富竹纯债14天持有期4号理财产品P",1.0395,1.0395,2,"1.50%-2.20%","在售"
"FBAE60204S","民生理财富竹纯债14天持有期4号理财产品S",1.039,1.039,2,"1.50%-2.20%","在售"
"FBAE60204G","民生理财富竹纯债14天持有期4号理财产品G",1.0407,1.0407,2,"1.50%-2.20%","在售"
"FBAE41605F","民生理财贵竹固收增利半年盈180天持有期5号理财产品F",1.009975,1.009975,2,"1.80%-2.50%","在售"
"FBAE41605P","民生理财贵竹固收增利半年盈180天持有期5号理财产品P",1.009975,1.009975,2,"1.80%-2.50%","在售"
"FBAE41605E","民生理财贵竹固收增利半年盈180天持有期5号理财产品E",1.009975,1.009975,2,"1.80%-2.50%","在售"
"FBAE47515E","民生理财贵竹固收增利半年持有期15号理财产品E",1.0125,1.0125,2,"2.40%-3.40%","在售"
"FBAE41321N","民生理财贵竹固收增利月月盈30天持有期21号理财产品N",1.028096,1.028096,2,"1.50%-2.20%","在售"
"FBAE41211B","民生理财贵竹固收增利双周盈14天持有期11号理财产品B",1.028117,1.028117,2,"2.10%-2.60%","在售"
"FBAE41211S","民生理财贵竹固收增利双周盈14天持有期11号理财产品S",1.028221,1.028221,2,"2.10%-2.60%","在售"
"FBAE41211Q","民生理财贵竹固收增利双周盈14天持有期11号理财产品Q",1.028469,1.028469,2,"2.10%-2.60%","在售"
"FBAE36011Q","民生理财贵竹固收增利天天鑫11号理财产品Q",1.030123,1.030123,2,"1.30%-3.00%","在售"
"FBAE41150P","民生理财贵竹固收增利周周盈7天持有期50号理财产品P",1.014494,1.014494,2,"1.20%-2.20%","在售"
"FBAE41150F","民生理财贵竹固收增利周周盈7天持有期50号理财产品F",1.014494,1.014494,2,"1.20%-2.20%","在售"
"FBAE41150E","民生理财贵竹固收增利周周盈7天持有期50号理财产品E",1.014494,1.014494,2,"1.20%-2.20%","在售"
"FBAE60401E","民生理财富竹纯债60天持有期1号理财产品E",1.057,1.057,2,"1.60%-2.30%","在售"
"FBAE61009S","民生理财富竹纯债91天持有期6号理财产品S",1.0617,1.0617,2,"1.60%-2.30%","在售"
"FBAE61009B","民生理财富竹纯债91天持有期6号理财产品B",1.0616,1.0616,2,"1.60%-2.30%","在售"
"FBAE61009N","民生理财富竹纯债91天持有期6号理财产品N",1.0618,1.0618,2,"1.60%-2.30%","在售"
"FBAE31014A","民生理财富竹固收天天盈14号理财产品A",1.0218,1.0218,1,"1.00%-2.00%","在售"
"FBAG98137E","民生理财富竹固收封闭137号理财产品E",1.0083,1.0083,2,"2.20%-2.60%","已结束"
"FBAG98137F","民生理财富竹固收封闭137号理财产品（404天）",1.0087,1.0087,2,"2.30%-2.70%","已结束"
"FBAG98137N","民生理财富竹固收封闭137号理财产品N",1.0095,1.0095,2,"2.45%-2.85%","已结束"
"FBAG98137P","民生理财富竹固收封闭137号理财产品P",1.0092,1.0092,2,"2.40%-2.80%","已结束"
"FBAG98137M","民生理财富竹固收封闭137号理财产品M",1.0087,1.0087,2,"2.30%-2.70%","已结束"
"FBAE41096A","民生理财贵竹固收增利天天盈96号理财产品A",1.027139,1.027139,2,"1.00%-2.00%","在售"
"FBAE41096E","民生理财贵竹固收增利天天盈96号理财产品E",1.027139,1.027139,2,"1.00%-2.00%","在售"
"FBAE60628P","民生理财富竹纯债182天持有期28号理财产品P",1.0203,1.0203,2,"1.80%-2.50%","在售"
"FBAE60628F","民生理财富竹纯债182天持有期28号理财产品F",1.0203,1.0203,2,"1.80%-2.50%","在售"
"FBAE60628E","民生理财富竹纯债182天持有期28号理财产品E",1.0203,1.0203,2,"1.80%-2.50%","在售"
"FBAG97157G","民生理财贵竹固收增利盈系列封闭157号理财产品G",1.0093,1.0093,2,"2.20%","已结束"
"FBAG66004Q","民生理财富竹固收稳健精选封闭4号理财产品Q",1.0078,1.0078,2,"2.65%-3.05%","已结束"
"FBAG66004S","民生理财富竹固收稳健精选封闭4号理财产品S",1.0076,1.0076,2,"2.60%-3.00%","已结束"
"FBAG66004B","民生理财富竹固收稳健精选封闭4号理财产品B",1.0075,1.0075,2,"2.58%-2.98%","已结束"
"FBAG66004A","民生理财富竹固收稳健精选封闭4号理财产品A",1.0074,1.0074,2,"2.55%-2.95%","已结束"
"FBAE46814A","民生理财贵竹固收增强全球精选半年持有期4号理财产品",1.0074,1.0074,3,"2.20%-3.20%","在售"
"FBAG41475E","民生理财贵竹固收增利封闭15号理财产品E",1.0137,1.0137,2,"2.80%-3.10%","已结束"
"FBAF19233U","民生理财天天增利现金管理233号理财产品U",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAG62175S","民生理财富竹固收优选封闭75号理财产品S",1.0229,1.0229,2,"2.65%-2.95%","已结束"
"FBAG62175Q","民生理财富竹固收优选封闭75号理财产品Q",1.0232,1.0232,2,"2.69%-2.99%","已结束"
"FBAG62175J","民生理财富竹固收优选封闭75号理财产品J",1.0232,1.0232,2,"2.69%-2.99%","已结束"
"FBAF19132F","民生理财天天增利现金管理132号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19132E","民生理财天天增利现金管理132号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAG33004E","民生理财秀竹固定收益类封闭4号吉林银行专属理财产品E",1.0255,1.0255,2,"3.00%","已结束"
"FBAE61015F","民生理财富竹纯债91天持有期12号理财产品F",1.045,1.045,2,"2.40%-3.00%","在售"
"FBAE60107F","民生理财富竹纯债7天持有期7号理财产品F",1.038,1.038,2,"2.10%-3.20%","在售"
"FBAF19105A","民生理财天天增利现金管理105号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE60107S","民生理财富竹纯债7天持有期7号理财产品S",1.0385,1.0385,2,"2.10%-3.20%","在售"
"FBAE60107Q","民生理财富竹纯债7天持有期7号理财产品Q",1.041,1.041,2,"2.10%-3.20%","在售"
"FBAE41315Q","民生理财贵竹固收增利月月盈30天持有期15号理财产品Q",1.028004,1.028004,2,"1.50%-2.20%","在售"
"FBAE48701A","民生理财茂竹固收半年持有期1号理财产品",1.0327,1.0327,2,"2.20%-2.90%","在售"
"FBAE43611A","民生理财茂竹全球固收精选3个月持有期1号理财产品",1.0214,1.0214,2,"2.30%-3.00%","在售"
"FBAG95157E","民生理财富竹固收安心封闭157号理财产品E",1.0183,1.0183,2,"2.45%-2.75%","已结束"
"FBAE72807A","民生理财荣竹混合沪港深精选一年持有期1号理财产品",0.9943,0.9943,3,"2.60%-3.80%","在售"
"FBAE41315G","民生理财贵竹固收增利月月盈30天持有期15号理财产品G",1.027353,1.027353,2,"1.50%-2.20%","在售"
"FBAE41315E","民生理财贵竹固收增利月月盈30天持有期15号理财产品E",1.026756,1.026756,2,"1.50%-2.20%","在售"
"FBAG65129A","民生理财贵竹添利优选封闭29号理财产品A",1.0175,1.0175,2,"2.55%-2.85%","已结束"
"FBAF19090F","民生理财天天增利现金管理90号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAG65129S","民生理财贵竹添利优选封闭29号理财产品S",1.0179,1.0179,2,"2.60%-2.90%","已结束"
"FBAG65129Q","民生理财贵竹添利优选封闭29号理财产品Q",1.0183,1.0183,2,"2.65%-2.95%","已结束"
"FBAG62178S","民生理财富竹固收优选封闭78号理财产品S",1.023,1.023,2,"2.70%-3.00%","已结束"
"FBAG62178Q","民生理财富竹固收优选封闭78号理财产品Q",1.0234,1.0234,2,"2.75%-3.05%","已结束"
"FBAG65128A","民生理财贵竹添利优选封闭28号理财产品A",1.0211,1.0211,2,"2.55%-2.85%","已结束"
"FBAG65128S","民生理财贵竹添利优选封闭28号理财产品S",1.0215,1.0215,2,"2.60%-2.90%","已结束"
"FBAG65128Q","民生理财贵竹添利优选封闭28号理财产品Q",1.022,1.022,2,"2.65%-2.95%","已结束"
"FBAG65128J","民生理财贵竹添利优选封闭28号理财产品J",1.022,1.022,2,"2.65%-2.95%","已结束"
"FBAE60107A","民生理财富竹纯债7天持有期7号理财产品",1.038,1.038,2,"2.10%-3.20%","在售"
"FBAG41465E","民生理财贵竹固收增利封闭5号理财产品E",1.0178,1.0178,2,"2.60%-3.20%","已结束"
"FBAE60623A","民生理财富竹纯债182天持有期23号理财产品",1.0291,1.0291,2,"2.20%-2.90%","在售"
"FBAE60806A","民生理财富竹纯债369天持有期6号理财产品",1.0541,1.0541,2,"2.30%-3.00%","在售"
"FBAE41315S","民生理财贵竹固收增利月月盈30天持有期15号理财产品S",1.027399,1.027399,2,"1.50%-2.20%","在售"
"FBAE41054S","民生理财贵竹固收增利天天盈54号理财产品S",1.032046,1.032046,2,"1.00%-2.00%","在售"
"FBAE41054Q","民生理财贵竹固收增利天天盈54号理财产品Q",1.032462,1.032462,2,"1.00%-2.00%","在售"
"FBAE36010A","民生理财贵竹固收增利天天鑫10号理财产品A",1.047083,1.047083,2,"1.30%-2.50%","在售"
"FBAG33005E","民生理财秀竹固定收益类封闭5号吉林银行专属理财产品E",1.0249,1.0249,2,"3.00%","已结束"
"FBAE51300A","民生理财贵竹固收增强全球精选日开1号理财产品",1.0319,1.0319,3,"2.20%-3.00%","在售"
"FBAE42109A","民生理财贵竹固收稳利半年持有期9号理财产品",1.0186,1.0186,2,"2.00%-2.80%","在售"
"FBAG95158E","民生理财富竹固收安心封闭158号理财产品E",1.0221,1.0221,2,"2.45%-2.75%","已结束"
"FBAE48308A","民生理财茂竹固收1个月持有期8号理财产品",1.0502,1.0502,2,"1.90%-2.50%","在售"
"FBAF19090E","民生理财天天增利现金管理90号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAG62701Z","民生理财富竹固收优选封闭合享1号理财产品Z",1.0234,1.0234,2,"2.90%-3.20%","已结束"
"FBAE46505A","民生理财贵竹固收增强一年持有期5号理财产品",1.032,1.032,3,"2.60%-3.50%","在售"
"FBAF19136F","民生理财天天增利现金管理136号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19136A","民生理财天天增利现金管理136号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE61110G","民生理财富竹纯债182天持有期7号理财产品G",1.0626,1.0626,2,"2.20%-2.90%","在售"
"FBAE36013E","民生理财贵竹固收增利天天鑫13号理财产品E",1.019029,1.019029,2,"1.30%-2.50%","在售"
"FBAE36013F","民生理财贵竹固收增利天天鑫13号理财产品F",1.019029,1.019029,2,"1.30%-2.50%","在售"
"FBAE36013P","民生理财贵竹固收增利天天鑫13号理财产品P",1.019029,1.019029,2,"1.30%-2.50%","在售"
"FBAE41215A","民生理财贵竹固收增利双周盈14天持有期15号理财产品A",1.01892,1.01892,2,"1.20%-2.20%","在售"
"FBAE41148A","民生理财贵竹固收增利周周盈7天持有期48号理财产品A",1.028778,1.028778,2,"1.20%-2.20%","在售"
"FBAE60624A","民生理财富竹纯债182天持有期24号理财产品",1.0134,1.0134,2,"2.20%-2.90%","在售"
"FBAE60211M","民生理财富竹纯债14天持有期11号理财产品M",1.0433,1.0433,2,"2.10%-3.20%","在售"
"FBAE60807A","民生理财富竹纯债369天持有期7号理财产品",1.0255,1.0255,2,"2.30%-3.00%","在售"
"FBAE41311M","民生理财贵竹固收增利月月盈30天持有期11号理财产品M",1.034474,1.034474,2,"1.50%-2.20%","在售"
"FBAG62179S","民生理财富竹固收优选封闭79号理财产品S",1.0211,1.0211,2,"2.60%-2.90%","已结束"
"FBAG62179D","民生理财富竹固收优选封闭79号理财产品D",1.0211,1.0211,2,"2.60%-2.90%","已结束"
"FBAG62179A","民生理财富竹固收优选封闭79号理财产品A",1.0207,1.0207,2,"2.55%-2.85%","已结束"
"FBAG65130Q","民生理财贵竹添利优选封闭30号理财产品Q",1.0243,1.0243,2,"2.80%-3.10%","已结束"
"FBAG65130S","民生理财贵竹添利优选封闭30号理财产品S",1.0239,1.0239,2,"2.75%-3.05%","已结束"
"FBAF19204G","民生理财天天增利现金管理204号理财产品G",1.0,1.0,1,"同期七天通知存款利率","在售"
