产品代码,产品名称,净值,累计净值,风险等级,业绩基准,状态
"FBAG62199A","民生理财富竹固收优选封闭99号理财产品A",1.0124,1.0124,2,"2.70%-3.00%","已结束"
"FBAG62199D","民生理财富竹固收优选封闭99号理财产品D",1.0124,1.0124,2,"2.70%-3.00%","已结束"
"FBAG62199K","民生理财富竹固收优选封闭99号理财产品K",1.0124,1.0124,2,"2.70%-3.00%","已结束"
"FBAG62199Q","民生理财富竹固收优选封闭99号理财产品Q",1.0124,1.0124,2,"2.70%-3.00%","已结束"
"FBAE41070F","民生理财贵竹固收增利天天盈70号理财产品F",1.0495,1.0495,2,"1.00%-2.00%","在售"
"FBAF19198F","民生理财天天增利现金管理198号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19235S","民生理财天天增利现金管理235号理财产品S",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19235B","民生理财天天增利现金管理235号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19235A","民生理财天天增利现金管理235号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19196F","民生理财天天增利现金管理196号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19199F","民生理财天天增利现金管理199号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19235D","民生理财天天增利现金管理235号理财产品D",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19235G","民生理财天天增利现金管理235号理财产品G",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19235E","民生理财天天增利现金管理235号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41215B","民生理财贵竹固收增利双周盈14天持有期15号理财产品B",1.01892,1.01892,2,"1.20%-2.20%","在售"
"FBAE41215S","民生理财贵竹固收增利双周盈14天持有期15号理财产品S",1.01892,1.01892,2,"1.20%-2.20%","在售"
"FBAE41215Q","民生理财贵竹固收增利双周盈14天持有期15号理财产品Q",1.01892,1.01892,2,"1.20%-2.20%","在售"
"FBAE41521P","民生理财贵竹固收增利季季盈90天持有期21号理财产品P",1.057112,1.057112,2,"1.60%-2.30%","在售"
"FBAE69001A","民生理财金竹量化增强半年持有期1号理财产品",1.1894,1.1894,5,"中证500指数收益率","在售"
"FBAE69001S","民生理财金竹量化增强半年持有期1号理财产品S",1.1903,1.1903,5,"中证500指数收益率","在售"
"FBAE46124E","民生理财贵竹固收增强超利30天持有期4号理财产品E",1.0253,1.0253,3,"1.50%-4.50%","在售"
"FBAE46124A","民生理财贵竹固收增强超利30天持有期4号理财产品",1.0253,1.0253,3,"1.50%-4.50%","在售"
"FBAE42303A","民生理财贵竹固收稳利一年持有期3号理财产品",1.0125,1.0125,2,"2.20%-3.00%","在售"
"FBAE67106S","民生理财贵竹固收增利月月发30天持有期6号理财产品S",1.026,1.026,2,"1.90%-2.90%","在售"
"FBAE67106Q","民生理财贵竹固收增利月月发30天持有期6号理财产品Q",1.0265,1.0265,2,"1.90%-2.90%","在售"
"FBAE34307P","民生理财富竹固收28天持有期7号理财产品P",1.015,1.015,2,"1.50%-2.20%","在售"
"FBAE34307F","民生理财富竹固收28天持有期7号理财产品F",1.015,1.015,2,"1.50%-2.20%","在售"
"FBAE67106B","民生理财贵竹固收增利月月发30天持有期6号理财产品B",1.0256,1.0256,2,"1.90%-2.90%","在售"
"FBAE34307E","民生理财富竹固收28天持有期7号理财产品E",1.015,1.015,2,"1.50%-2.20%","在售"
"FBAE41537E","民生理财贵竹固收增利季季盈90天持有期37号理财产品E",1.016725,1.016725,2,"1.60%-2.30%","在售"
"FBAE41216A","民生理财贵竹固收增利双周盈14天持有期16号理财产品（个金）",1.0262,1.0262,2,"1.20%-2.20%","在售"
"FBAE41537P","民生理财贵竹固收增利季季盈90天持有期37号理财产品P",1.016725,1.016725,2,"1.60%-2.30%","在售"
"FBAF19067E","民生理财天天增利现金管理63号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19237M","民生理财天天增利现金管理237号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19237E","民生理财天天增利现金管理237号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE42172E","民生理财贵竹固收稳利红利半年持有期2号理财产品E",1.0189,1.0189,2,"2.50%-3.30%","在售"
"FBAE42172F","民生理财贵竹固收稳利红利半年持有期2号理财产品F",1.0189,1.0189,2,"2.50%-3.30%","在售"
"FBAE42172P","民生理财贵竹固收稳利红利半年持有期2号理财产品P",1.0189,1.0189,2,"2.50%-3.30%","在售"
"FBAE42152F","民生理财贵竹固收稳利全球精选半年持有期2号理财产品F",1.0144,1.0144,2,"2.50%-3.30%","在售"
"FBAE42152E","民生理财贵竹固收稳利全球精选半年持有期2号理财产品E",1.0144,1.0144,2,"2.50%-3.30%","在售"
"FBAE42152P","民生理财贵竹固收稳利全球精选半年持有期2号理财产品P",1.0144,1.0144,2,"2.50%-3.30%","在售"
"FBAE41046P","民生理财贵竹固收增利天天盈46号理财产品P",1.030983,1.030983,2,"1.00%-2.00%","在售"
"FBAG66003A","民生理财富竹固收稳健精选封闭3号理财产品A",1.0098,1.0098,2,"2.65%-3.05%","已结束"
"FBAG66003S","民生理财富竹固收稳健精选封闭3号理财产品S",1.0101,1.0101,2,"2.70%-3.10%","已结束"
"FBAG66003Q","民生理财富竹固收稳健精选封闭3号理财产品Q",1.0104,1.0104,2,"2.75%-3.15%","已结束"
"FBAG66003J","民生理财富竹固收稳健精选封闭3号理财产品J",1.0104,1.0104,2,"2.75%-3.15%","已结束"
"FBAG66003G","民生理财富竹固收稳健精选封闭3号理财产品G",1.0101,1.0101,2,"2.70%-3.10%","已结束"
"FBAE41227E","民生理财贵竹固收增利双周盈14天持有期27号理财产品E",1.019258,1.019258,2,"1.20%-2.20%","在售"
"FBAE41227F","民生理财贵竹固收增利双周盈14天持有期27号理财产品F",1.019258,1.019258,2,"1.20%-2.20%","在售"
"FBAE41227P","民生理财贵竹固收增利双周盈14天持有期27号理财产品P",1.019258,1.019258,2,"1.20%-2.20%","在售"
"FBAE81202H","民生理财贵竹固收增利周周盈7天持有期6号理财产品H",1.049577,1.049577,2,"2.10%-3.00%","在售"
"FBAE41125P","民生理财贵竹固收增利周周盈7天持有期25号理财产品P",1.025846,1.025846,2,"1.40%（年化）+20%*中债-新综合全价（1年以下）指数收益率","在售"
"FSAE61102G","民生理财富竹纯债182天持有期1号理财产品G",1.1347,1.1347,2,"1.80%-2.50%","在售"
"FBAE60308Z","民生理财富竹纯债28天持有期8号理财产品Z",1.0421,1.0421,2,"1.50%-2.20%","在售"
"FBAE60308G","民生理财富竹纯债28天持有期8号理财产品G",1.0422,1.0422,2,"1.50%-2.20%","在售"
"FBAE34208Q","民生理财富竹固收14天持有期8号理财产品Q",1.0253,1.0253,2,"1.20%-2.20%","在售"
"FBAE41324N","民生理财贵竹固收增利月月盈30天持有期24号理财产品N",1.033773,1.033773,2,"1.50%-2.20%","在售"
"FBAG97199M","民生理财贵竹固收增利盈系列封闭199号理财产品M",1.0,1.0,2,"2.10%-2.40%","已结束"
"FBAG41510F","民生理财贵竹固收增利多策略封闭10号理财产品F",1.0,1.0,2,"2.80%-3.40%","已结束"
"FBAG41510P","民生理财贵竹固收增利多策略封闭10号理财产品P",1.0,1.0,2,"2.60%-3.20%","已结束"
"FBAG97173G","民生理财贵竹固收增利盈系列封闭173号理财产品G",1.0,1.0,2,"2.07%-2.37%","已结束"
"FBAG97202E","民生理财贵竹固收增利盈系列封闭202号理财产品E",1.0,1.0,2,"2.00%-2.40%","已结束"
"FBAE41355F","民生理财贵竹固收增利月月盈30天持有期55号理财产品F",1.000026,1.000026,2,"中国人民银行公布的七天通知存款利率×70%+中债-新综合全价（1年以下）指数收益率×30%","在售"
"FBAE41173E","民生理财贵竹固收增利周周盈7天持有期73号理财产品E",1.000037,1.000037,2,"中国人民银行公布的七天通知存款利率×80%+中债-新综合全价（1年以下）指数收益率×20%","在售"
"FBAE41355E","民生理财贵竹固收增利月月盈30天持有期55号理财产品E",1.000026,1.000026,2,"中国人民银行公布的七天通知存款利率×70%+中债-新综合全价（1年以下）指数收益率×30%","在售"
"FBAE41173F","民生理财贵竹固收增利周周盈7天持有期73号理财产品F",1.000037,1.000037,2,"中国人民银行公布的七天通知存款利率×80%+中债-新综合全价（1年以下）指数收益率×20%","在售"
"FBAE41173M","民生理财贵竹固收增利周周盈7天持有期73号理财产品M",1.000037,1.000037,2,"中国人民银行公布的七天通知存款利率×80%+中债-新综合全价（1年以下）指数收益率×20%","在售"
"FBAF19249F","民生理财天天增利现金管理249号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19217A","民生理财天天增利现金管理217号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE46161M","民生理财贵竹固收增强超利3个月持有期1号理财产品M",1.0031,1.0031,3,"1.50%-4.50%","在售"
"FBAE42003F","民生理财贵竹固收稳利日开3号理财产品F",1.0309,1.0309,2,"1.80%-2.60%","在售"
"FBAF19262E","民生理财天天增利现金管理262号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE46304E","民生理财贵竹固收增强3个月持有期4号理财产品E",1.0236,1.0236,3,"2.30%-3.00%","在售"
"FBAE42506E","民生理财贵竹固收稳利3个月持有期6号理财产品E",1.0,1.0,2,"中债-新综合全价（1年以下）指数收益率×97%+沪深300指数收益率×3%","在售"
"FBAE42506F","民生理财贵竹固收稳利3个月持有期6号理财产品F",1.0,1.0,2,"中债-新综合全价（1年以下）指数收益率×97%+沪深300指数收益率×3%","在售"
"FBAE91002A","民生理财贵竹固收增利红利日开2号理财产品",1.0,1.0,2,"中债-新综合全价（1年以下）指数收益率×95%+中证红利指数收益率×5%","在售"
"FBAE91002E","民生理财贵竹固收增利红利日开2号理财产品E",1.0,1.0,2,"中债-新综合全价（1年以下）指数收益率×95%+中证红利指数收益率×5%","在售"
"FBAE47565F","民生理财贵竹固收增利3个月持有期5号理财产品F",1.0,1.0,2,"中债-新综合全价（1年以下）指数收益率×98%+沪深300指数收益率×2%","在售"
"FBAE47565P","民生理财贵竹固收增利3个月持有期5号理财产品P",1.0,1.0,2,"中债-新综合全价（1年以下）指数收益率×98%+沪深300指数收益率×2%","在售"
"FBAE47565E","民生理财贵竹固收增利3个月持有期5号理财产品E",1.0,1.0,2,"中债-新综合全价（1年以下）指数收益率×98%+沪深300指数收益率×2%","在售"
"FBAE41324M","民生理财贵竹固收增利月月盈30天持有期24号理财产品M",1.033744,1.033744,2,"1.50%-2.20%","在售"
"FBAE68603A","民生理财贵竹固收增利单月持有期自动续期1号理财产品",1.1307,1.1307,2,"1.40%-2.10%","已结束"
"FBAE41145M","民生理财贵竹固收增利周周盈7天持有期45号理财产品M",1.034303,1.034303,2,"1.20%-2.20%","在售"
"FBAE41145G","民生理财贵竹固收增利周周盈7天持有期45号理财产品G",1.034302,1.034302,2,"1.20%-2.20%","在售"
"FBAE41539F","民生理财贵竹固收增利季季盈90天持有期39号理财产品F",1.00003,1.00003,2,"中国人民银行公布的七天通知存款利率×70%+中债-新综合全价（1年以下）指数收益率×30%","在售"
"FBAE41539E","民生理财贵竹固收增利季季盈90天持有期39号理财产品E",1.00003,1.00003,2,"中国人民银行公布的七天通知存款利率×70%+中债-新综合全价（1年以下）指数收益率×30%","在售"
"FBAE41539M","民生理财贵竹固收增利季季盈90天持有期39号理财产品M",1.00003,1.00003,2,"中国人民银行公布的七天通知存款利率×70%+中债-新综合全价（1年以下）指数收益率×30%","在售"
"FBAE41145N","民生理财贵竹固收增利周周盈7天持有期45号理财产品N",1.034304,1.034304,2,"1.20%-2.20%","在售"
"FBAE60333B","民生理财富竹纯债28天持有期33号理财产品B",1.0127,1.0127,2,"1.50%-2.20%","在售"
"FBAE60333K","民生理财富竹纯债28天持有期33号理财产品K",1.0127,1.0127,2,"1.50%-2.20%","在售"
"FBAE60333Q","民生理财富竹纯债28天持有期33号理财产品Q",1.0127,1.0127,2,"1.50%-2.20%","在售"
"FBAE60333S","民生理财富竹纯债28天持有期33号理财产品S",1.0127,1.0127,2,"1.50%-2.20%","在售"
"FSAE61001A","民生理财富竹纯债91天持有期自动续期1号理财产品",1.1912,1.1912,2,"1.60%-2.30%","已结束"
"FGAE61101A","民生理财富竹纯债182天持有期自动续期1号机构款理财产品",1.1669,1.1669,2,"1.80%-2.50%","已结束"
"FSAE61101A","民生理财富竹纯债182天持有期自动续期1号理财产品",1.1838,1.1838,2,"1.80%-2.50%","已结束"
"FSAE61201A","民生理财富竹纯债一年持有期自动续期1号理财产品",1.1458,1.1458,2,"2.00%-2.80%","已结束"
"FSAE68201A","民生理财贵竹固收增强一年持有期自动续期1号理财产品",1.1366,1.1366,3,"2.90%-3.80%","已结束"
"FGAE68031A","民生理财贵竹固收增强季季发持有期自动续期机构款理财产品",1.1338,1.1338,3,"1.60%-2.30%","已结束"
"FSAE73801A","民生理财荣竹平衡FOF混合一年半持有期1号理财产品",1.1568,1.1568,3,"2.50%-3.80%","在售"
"FSAE68202A","民生理财贵竹固收增强一年持有期1号理财产品",1.0818,1.0818,3,"2.40%-3.40%","在售"
"FSAE72802A","民生理财荣竹平衡FOF混合一年持有期1号理财产品",1.0864,1.0864,3,"2.40%-3.60%","在售"
"FSAE69201A","民生理财金竹FOF一年持有期1号理财产品",1.1964,1.1964,5,"沪深300指数收益率","在售"
"FSAE68032A","民生理财贵竹固收增强季季发持有期自动续期理财产品",1.1324,1.1324,3,"1.60%-2.30%","已结束"
"FSAE68032X","民生理财贵竹固收增强季季发持有期自动续期小微理财产品",1.1324,1.1324,3,"1.60%-2.30%","已结束"
"FBAE68601A","民生理财贵竹固收增利双月持有期自动续期1号理财产品",1.1113,1.1113,2,"1.50%-2.20%","已结束"
"FBAE68601G","民生理财贵竹固收增利双月持有期自动续期1号机构理财产品",1.1113,1.1113,2,"1.50%-2.20%","已结束"
"FSAE68901A","民生理财贵竹固收增利半年持有期自动续期上海畅享款",1.1309,1.1309,2,"1.80%-2.50%","已结束"
"FBAE68603G","民生理财贵竹固收增利单月持有期自动续期1号机构理财产品",1.1307,1.1307,2,"1.40%-2.10%","已结束"
"FBAE68602A","民生理财贵竹固收增利3个月持有期自动续期1号理财产品",1.1144,1.1144,2,"1.60%-2.30%","已结束"
"FBAE68602G","民生理财贵竹固收增利3个月持有期自动续期1号机构理财产品",1.1144,1.1144,2,"1.60%-2.30%","已结束"
"FBAE68611A","民生理财贵竹固收增利6个月持有期自动续期1号理财产品",1.1165,1.1165,2,"1.80%-2.50%","已结束"
"FBAE68604G","民生理财贵竹固收增利3个月持有期自动续期2号机构理财产品",1.1231,1.1231,2,"1.60%-2.30%","已结束"
"FBAE68604A","民生理财贵竹固收增利3个月持有期自动续期2号理财产品",1.1233,1.1233,2,"1.60%-2.30%","已结束"
"FBAE68902A","民生理财贵竹固收增利9个月持有期自动续期北京专属",1.13,1.13,2,"2.00%-2.80%","已结束"
"FBAE68902G","民生理财贵竹固收增利9个月持有期自动续期北京专属（机构）",1.13,1.13,2,"2.00%-2.80%","已结束"
"FBAE68906A","民生理财贵竹固收增利9个月持有期自动续期成都专属",1.1356,1.1356,2,"2.00%-2.80%","已结束"
"FBAE68906G","民生理财贵竹固收增利9个月持有期自动续期成都专属（机构）",1.1356,1.1356,2,"2.00%-2.80%","已结束"
"FBAE68203G","民生理财贵竹固收增强一年持有期长三角畅享款机构理财产品",1.133,1.133,3,"2.40%-3.40%","在售"
"FBAE68407G","民生理财贵竹固收增利9个月定开长三角畅享款1号机构理财产品",1.124,1.124,2,"2.00%-2.40%","已结束"
"FSAE68606A","民生理财贵竹固收增利91天持有期自动续期1号理财产品",1.1117,1.1117,2,"1.60%-2.30%","已结束"
"FBAE68103A","民生理财贵竹固收增强半年持有期1号理财产品",1.0919,1.0919,3,"2.20%-3.20%","在售"
"FBAE68103G","民生理财贵竹固收增强半年持有期1号机构理财产品",1.0919,1.0919,3,"2.20%-3.20%","在售"
"FBAE68608A","民生理财贵竹固收增利单月持有期自动续期2号理财产品",1.1125,1.1125,2,"1.40%-2.10%","已结束"
"FBAE68608G","民生理财贵竹固收增利单月持有期自动续期2号机构理财产品",1.1125,1.1125,2,"1.40%-2.10%","已结束"
"FBAE68607A","民生理财贵竹固收增利双月持有期自动续期2号理财产品",1.1015,1.1015,2,"1.50%-2.20%","已结束"
"FBAE68607G","民生理财贵竹固收增利双月持有期自动续期2号机构理财产品",1.1015,1.1015,2,"1.50%-2.20%","已结束"
"FBAE68609A","民生理财贵竹固收增利182天持有期自动续期1号理财产品",1.0938,1.0938,2,"1.80%-2.50%","已结束"
"FBAE68609G","民生理财贵竹固收增利182天持有期自动续期1号机构理财产品",1.0938,1.0938,2,"1.80%-2.50%","已结束"
"FBAE68610A","民生理财贵竹固收增利一年持有期自动续期1号理财产品",1.1329,1.1329,2,"2.20%-3.00%","已结束"
"FBAE68610G","民生理财贵竹固收增利一年持有期自动续期1号机构理财产品",1.1329,1.1329,2,"2.20%-3.00%","已结束"
